term	#occurance	#ratio
"jazz" 	1816	2.02938808742e-05
"www.fafsa.gov"	1815	2.02827058296e-05
"volvo" 	1815	2.02827058296e-05
 "register" 	1815	2.02827058296e-05
 "fucked" 	1814	2.02715307851e-05
"omega" 	1814	2.02715307851e-05
 "vaginal" 	1814	2.02715307851e-05
"friendship" 	1814	2.02715307851e-05
"senator" 	1813	2.02603557406e-05
"advance" 	1813	2.02603557406e-05
 "hearing" 	1813	2.02603557406e-05
 "scotland"	1812	2.0249180696e-05
 "humor"	1812	2.0249180696e-05
 "good"	1812	2.0249180696e-05
 "guest" 	1812	2.0249180696e-05
"nypd" 	1812	2.0249180696e-05
 "manga"	1811	2.02380056515e-05
 "plaza"	1811	2.02380056515e-05
"cars.com"	1810	2.0226830607e-05
 "stern"	1810	2.0226830607e-05
 "luggage"	1809	2.02156555624e-05
 "fest"	1808	2.02044805179e-05
 "toledo" 	1808	2.02044805179e-05
"grants" 	1808	2.02044805179e-05
 "violence"	1808	2.02044805179e-05
"20" 	1808	2.02044805179e-05
 "girlfriend"	1807	2.01933054734e-05
 "massachusetts" 	1807	2.01933054734e-05
"iraq" 	1807	2.01933054734e-05
 "jam" 	1807	2.01933054734e-05
"providence" 	1807	2.01933054734e-05
"dmv" 	1807	2.01933054734e-05
 "weekend" 	1806	2.01821304288e-05
 "basket"	1806	2.01821304288e-05
"re" 	1806	2.01821304288e-05
"cumberland" 	1806	2.01821304288e-05
"sheet" 	1806	2.01821304288e-05
 "east"	1806	2.01821304288e-05
"retro" 	1805	2.01709553843e-05
"hockey" 	1805	2.01709553843e-05
 "brook" 	1805	2.01709553843e-05
 "reality" 	1804	2.01597803397e-05
"chemical" 	1804	2.01597803397e-05
"record" 	1804	2.01597803397e-05
 "registry" 	1803	2.01486052952e-05
"www.wachovia.com"	1803	2.01486052952e-05
 "theory" 	1802	2.01374302507e-05
 "stones" 	1802	2.01374302507e-05
 "identification"	1802	2.01374302507e-05
 "greatest" 	1801	2.01262552061e-05
"bull" 	1801	2.01262552061e-05
 "nerve" 	1801	2.01262552061e-05
"farmers" 	1801	2.01262552061e-05
 "ad" 	1801	2.01262552061e-05
 "om"	1800	2.01150801616e-05
 "junction" 	1800	2.01150801616e-05
 "sauce" 	1800	2.01150801616e-05
 "nextel" 	1799	2.01039051171e-05
"models" 	1799	2.01039051171e-05
"seminole" 	1799	2.01039051171e-05
 "showers"	1799	2.01039051171e-05
 "monte" 	1798	2.00927300725e-05
"problems" 	1798	2.00927300725e-05
"neiman" 	1798	2.00927300725e-05
"ancestry.com"	1797	2.0081555028e-05
 "yacht" 	1796	2.00703799835e-05
 "appraisal" 	1795	2.00592049389e-05
"from" 	1795	2.00592049389e-05
 "fashions"	1795	2.00592049389e-05
"ez" 	1795	2.00592049389e-05
"swiss" 	1794	2.00480298944e-05
 "same" 	1794	2.00480298944e-05
 "syndrome" 	1794	2.00480298944e-05
 "camaro"	1793	2.00368548499e-05
 "husband"	1793	2.00368548499e-05
 "injury"	1793	2.00368548499e-05
"iframe.adultfriendfinder.com"	1792	2.00256798053e-05
 "quilts"	1792	2.00256798053e-05
"wrought" 	1792	2.00256798053e-05
 "steering" 	1792	2.00256798053e-05
"aim.com"	1792	2.00256798053e-05
"israel" 	1791	2.00145047608e-05
 "bodies"	1790	2.00033297163e-05
 "coach"	1790	2.00033297163e-05
"quilt" 	1790	2.00033297163e-05
 "chest" 	1789	1.99921546717e-05
"www.target.com"	1789	1.99921546717e-05
"file" 	1789	1.99921546717e-05
 "diapers"	1789	1.99921546717e-05
 "singles" 	1789	1.99921546717e-05
"f"	1789	1.99921546717e-05
 "anime"	1789	1.99921546717e-05
 "ed" 	1788	1.99809796272e-05
 "penney"	1788	1.99809796272e-05
 "enforcement" 	1788	1.99809796272e-05
 "pack"	1788	1.99809796272e-05
"tight" 	1787	1.99698045827e-05
 "teeth" 	1787	1.99698045827e-05
"shrimp" 	1786	1.99586295381e-05
 "f." 	1786	1.99586295381e-05
 "levels" 	1786	1.99586295381e-05
"knights" 	1786	1.99586295381e-05
 "statistics" 	1785	1.99474544936e-05
 "corp" 	1785	1.99474544936e-05
 "ultimate" 	1785	1.99474544936e-05
 "spots" 	1784	1.99362794491e-05
"margaret" 	1784	1.99362794491e-05
"ricky" 	1784	1.99362794491e-05
"java" 	1784	1.99362794491e-05
"syracuse" 	1783	1.99251044045e-05
 "peppers"	1783	1.99251044045e-05
"myspa"	1783	1.99251044045e-05
 "bowel" 	1782	1.991392936e-05
 "watchers" 	1781	1.99027543155e-05
"railroad" 	1781	1.99027543155e-05
"bubble" 	1781	1.99027543155e-05
"card" 	1780	1.98915792709e-05
"imperial" 	1780	1.98915792709e-05
"ipod"	1779	1.98804042264e-05
"labor" 	1779	1.98804042264e-05
"www.weather.com"	1779	1.98804042264e-05
 "again" 	1778	1.98692291819e-05
 "diamonds"	1778	1.98692291819e-05
"duck" 	1778	1.98692291819e-05
 "richards"	1778	1.98692291819e-05
 "underground" 	1778	1.98692291819e-05
 "canada" 	1777	1.98580541373e-05
 "milk"	1777	1.98580541373e-05
"veronica" 	1777	1.98580541373e-05
 "nshop" 	1777	1.98580541373e-05
 "corvette"	1777	1.98580541373e-05
"hpv"	1776	1.98468790928e-05
"grant" 	1776	1.98468790928e-05
 "ringtones" 	1776	1.98468790928e-05
"google.co"	1775	1.98357040483e-05
"residential" 	1775	1.98357040483e-05
"swingers" 	1775	1.98357040483e-05
 "russell" 	1775	1.98357040483e-05
 "level"	1775	1.98357040483e-05
"foreign" 	1775	1.98357040483e-05
 "crossing" 	1775	1.98357040483e-05
 "t-shirt"	1774	1.98245290037e-05
 "sold" 	1774	1.98245290037e-05
"alexis" 	1773	1.98133539592e-05
 "romance"	1773	1.98133539592e-05
 "cowboy" 	1772	1.98021789147e-05
 "mac" 	1772	1.98021789147e-05
 "domestic" 	1772	1.98021789147e-05
"herbal" 	1772	1.98021789147e-05
 "fighter" 	1771	1.97910038701e-05
 "enterprises"	1771	1.97910038701e-05
 "crew"	1771	1.97910038701e-05
 "million" 	1770	1.97798288256e-05
 "alexander" 	1770	1.97798288256e-05
"marriott"	1770	1.97798288256e-05
"cheats"	1770	1.97798288256e-05
 "culture" 	1769	1.97686537811e-05
 "tarot" 	1769	1.97686537811e-05
 "knife"	1769	1.97686537811e-05
"annie" 	1768	1.97574787365e-05
 "thumbnails"	1768	1.97574787365e-05
 "bulbs"	1768	1.97574787365e-05
 "russia"	1768	1.97574787365e-05
 "pipe" 	1767	1.9746303692e-05
"spyware" 	1767	1.9746303692e-05
 "alphabet"	1766	1.97351286474e-05
 "radios"	1766	1.97351286474e-05
 "pleasant" 	1766	1.97351286474e-05
"ww"	1765	1.97239536029e-05
 "window"	1765	1.97239536029e-05
 "capital"	1765	1.97239536029e-05
"myspace.co"	1765	1.97239536029e-05
 "weed" 	1765	1.97239536029e-05
 "roberts" 	1764	1.97127785584e-05
 "oakland" 	1763	1.97016035138e-05
 "rabbit" 	1763	1.97016035138e-05
 "political" 	1763	1.97016035138e-05
"auburn" 	1763	1.97016035138e-05
"install" 	1762	1.96904284693e-05
 "encyclopedia"	1762	1.96904284693e-05
 "skills"	1762	1.96904284693e-05
 "publishing"	1762	1.96904284693e-05
 "steps"	1762	1.96904284693e-05
 "pen" 	1762	1.96904284693e-05
"shakira" 	1761	1.96792534248e-05
 "minnesota" 	1760	1.96680783802e-05
 "rider" 	1760	1.96680783802e-05
 "connection" 	1760	1.96680783802e-05
 "weekly" 	1759	1.96569033357e-05
"spinal" 	1759	1.96569033357e-05
"ethan" 	1759	1.96569033357e-05
 "start"	1757	1.96345532466e-05
"donnie" 	1757	1.96345532466e-05
"dancing" 	1757	1.96345532466e-05
"resident" 	1757	1.96345532466e-05
 "smoke" 	1757	1.96345532466e-05
"fiberglass" 	1756	1.96233782021e-05
 "internal" 	1756	1.96233782021e-05
 "toddler" 	1756	1.96233782021e-05
"main" 	1756	1.96233782021e-05
 "adventure"	1755	1.96122031576e-05
 "written" 	1755	1.96122031576e-05
 "agent"	1754	1.9601028113e-05
 "opportunities" 	1753	1.95898530685e-05
 "basket" 	1753	1.95898530685e-05
 "cruz"	1753	1.95898530685e-05
 "shirts" 	1753	1.95898530685e-05
 "nipple" 	1753	1.95898530685e-05
 "lamp" 	1752	1.9578678024e-05
 "festivals"	1752	1.9578678024e-05
"inuyasha" 	1752	1.9578678024e-05
 "chocolate"	1752	1.9578678024e-05
 "actor"	1752	1.9578678024e-05
 "count"	1751	1.95675029794e-05
 "teach" 	1751	1.95675029794e-05
 "offices"	1750	1.95563279349e-05
 "downloadable" 	1750	1.95563279349e-05
 "jam"	1750	1.95563279349e-05
 "liners"	1750	1.95563279349e-05
"monterey" 	1750	1.95563279349e-05
 "norman" 	1750	1.95563279349e-05
 "rd" 	1750	1.95563279349e-05
 "classified"	1749	1.95451528904e-05
 "fayetteville" 	1749	1.95451528904e-05
 "pistol"	1748	1.95339778458e-05
 "drink"	1748	1.95339778458e-05
"aqua" 	1747	1.95228028013e-05
"musical" 	1746	1.95116277568e-05
 "residential" 	1745	1.95004527122e-05
 "eagles"	1745	1.95004527122e-05
 "send" 	1745	1.95004527122e-05
"diana" 	1745	1.95004527122e-05
"marvel" 	1744	1.94892776677e-05
"traditional" 	1744	1.94892776677e-05
"clinton" 	1744	1.94892776677e-05
"angela" 	1743	1.94781026232e-05
 "growing" 	1743	1.94781026232e-05
 "supper"	1743	1.94781026232e-05
"autism" 	1743	1.94781026232e-05
"fed" 	1743	1.94781026232e-05
"avon" 	1742	1.94669275786e-05
 "alpha" 	1742	1.94669275786e-05
 "match"	1742	1.94669275786e-05
 "desert"	1742	1.94669275786e-05
 "sprint" 	1742	1.94669275786e-05
 "defense" 	1742	1.94669275786e-05
"morning" 	1741	1.94557525341e-05
 "invitation" 	1741	1.94557525341e-05
 "ill"	1741	1.94557525341e-05
"stick" 	1741	1.94557525341e-05
"p" 	1741	1.94557525341e-05
 "colors" 	1741	1.94557525341e-05
 "calorie" 	1740	1.94445774896e-05
 "recovery"	1740	1.94445774896e-05
 "galleries" 	1740	1.94445774896e-05
"her" 	1740	1.94445774896e-05
 "cola" 	1739	1.9433402445e-05
"oxford" 	1739	1.9433402445e-05
 "cowboys"	1739	1.9433402445e-05
"ross" 	1739	1.9433402445e-05
 "president"	1738	1.94222274005e-05
 "normal" 	1738	1.94222274005e-05
 "communities" 	1738	1.94222274005e-05
 "chords" 	1738	1.94222274005e-05
"not" 	1738	1.94222274005e-05
 "seal"	1738	1.94222274005e-05
 "prisons"	1738	1.94222274005e-05
"bestbuy.com"	1737	1.9411052356e-05
 "lumber"	1736	1.93998773114e-05
 "speeches"	1736	1.93998773114e-05
 "profiles"	1736	1.93998773114e-05
"end" 	1735	1.93887022669e-05
"phantom" 	1734	1.93775272224e-05
"india" 	1734	1.93775272224e-05
 "href"	1734	1.93775272224e-05
"loan" 	1733	1.93663521778e-05
"cobra" 	1733	1.93663521778e-05
 "meet" 	1733	1.93663521778e-05
 "butterfly" 	1733	1.93663521778e-05
 "express.com"	1733	1.93663521778e-05
 "shipping" 	1732	1.93551771333e-05
"honolulu" 	1732	1.93551771333e-05
 "indianapolis" 	1732	1.93551771333e-05
"plentyoffish"	1731	1.93440020887e-05
"heat" 	1731	1.93440020887e-05
"univision"	1730	1.93328270442e-05
"java"	1730	1.93328270442e-05
"actor" 	1730	1.93328270442e-05
 "them"	1730	1.93328270442e-05
"userscounter.com"	1730	1.93328270442e-05
 "universe"	1730	1.93328270442e-05
 "markets"	1730	1.93328270442e-05
 "stats"	1729	1.93216519997e-05
"certified" 	1729	1.93216519997e-05
 "wax"	1729	1.93216519997e-05
"americanidol"	1729	1.93216519997e-05
 "more"	1729	1.93216519997e-05
 "patrol"	1728	1.93104769551e-05
"swim" 	1728	1.93104769551e-05
 "pot"	1728	1.93104769551e-05
 "banner"	1728	1.93104769551e-05
 "blowjobs"	1727	1.92993019106e-05
 "mn" 	1726	1.92881268661e-05
 "landing" 	1726	1.92881268661e-05
 "florence" 	1726	1.92881268661e-05
"stained" 	1726	1.92881268661e-05
 "tahoe" 	1726	1.92881268661e-05
"automatic" 	1725	1.92769518215e-05
 "scooter"	1725	1.92769518215e-05
 "ac" 	1725	1.92769518215e-05
"herpes"	1725	1.92769518215e-05
 "ear"	1725	1.92769518215e-05
 "animal"	1724	1.9265776777e-05
 "18"	1724	1.9265776777e-05
"hartford" 	1724	1.9265776777e-05
"shawn" 	1724	1.9265776777e-05
"lynn" 	1723	1.92546017325e-05
"border" 	1723	1.92546017325e-05
"bicycle" 	1723	1.92546017325e-05
 "circus"	1723	1.92546017325e-05
"translation"	1722	1.92434266879e-05
"winnie" 	1722	1.92434266879e-05
 "hours"	1722	1.92434266879e-05
"acura" 	1721	1.92322516434e-05
 "tatoos"	1720	1.92210765989e-05
 "error" 	1720	1.92210765989e-05
"metric" 	1720	1.92210765989e-05
 "count" 	1720	1.92210765989e-05
 "paradise" 	1720	1.92210765989e-05
"room" 	1719	1.92099015543e-05
"bellsouth" 	1719	1.92099015543e-05
 "stress" 	1719	1.92099015543e-05
"pride" 	1719	1.92099015543e-05
 "shelters"	1719	1.92099015543e-05
 "bride"	1718	1.91987265098e-05
"adams" 	1718	1.91987265098e-05
 "tan" 	1718	1.91987265098e-05
 "jim" 	1718	1.91987265098e-05
"tattoos" 	1718	1.91987265098e-05
 "version"	1717	1.91875514653e-05
"rod" 	1717	1.91875514653e-05
 "floor"	1717	1.91875514653e-05
 "registration" 	1716	1.91763764207e-05
 "cent" 	1716	1.91763764207e-05
 "rabbit"	1716	1.91763764207e-05
"champion" 	1716	1.91763764207e-05
"diaper" 	1716	1.91763764207e-05
 "statues"	1715	1.91652013762e-05
 "marriott" 	1715	1.91652013762e-05
 "devil" 	1715	1.91652013762e-05
 "19" 	1714	1.91540263317e-05
"spam" 	1714	1.91540263317e-05
"bellsouth"	1714	1.91540263317e-05
"ll" 	1714	1.91540263317e-05
 "violence" 	1713	1.91428512871e-05
 "bingo" 	1713	1.91428512871e-05
"18" 	1713	1.91428512871e-05
 "legs" 	1713	1.91428512871e-05
 "gymnastics"	1713	1.91428512871e-05
 "andreas" 	1713	1.91428512871e-05
"precious" 	1712	1.91316762426e-05
"step" 	1712	1.91316762426e-05
"etrade"	1712	1.91316762426e-05
"puppies" 	1711	1.91205011981e-05
"sandy" 	1711	1.91205011981e-05
 "bryant" 	1711	1.91205011981e-05
"samuel" 	1711	1.91205011981e-05
 "spray"	1711	1.91205011981e-05
 "sheriff's" 	1711	1.91205011981e-05
"plymouth" 	1710	1.91093261535e-05
 "notes" 	1710	1.91093261535e-05
 "heavy" 	1710	1.91093261535e-05
 "process"	1709	1.9098151109e-05
 "foreign" 	1708	1.90869760645e-05
"comic" 	1708	1.90869760645e-05
"study" 	1708	1.90869760645e-05
 "fresh" 	1708	1.90869760645e-05
"kent" 	1708	1.90869760645e-05
 "arcade" 	1707	1.90758010199e-05
 "religious" 	1707	1.90758010199e-05
 "chester" 	1707	1.90758010199e-05
 "rocks"	1706	1.90646259754e-05
 "warehouse" 	1706	1.90646259754e-05
 "celebs"	1706	1.90646259754e-05
"bio" 	1706	1.90646259754e-05
 "move" 	1706	1.90646259754e-05
 "fencing"	1705	1.90534509309e-05
 "correction"	1704	1.90422758863e-05
"payless" 	1703	1.90311008418e-05
 "webcam"	1703	1.90311008418e-05
 "gt"	1703	1.90311008418e-05
"wildwood" 	1703	1.90311008418e-05
 "new"	1703	1.90311008418e-05
"metropolitan" 	1702	1.90199257973e-05
"1994" 	1702	1.90199257973e-05
 "pictures.com"	1701	1.90087507527e-05
"russell" 	1701	1.90087507527e-05
 "lease"	1701	1.90087507527e-05
"elementary" 	1701	1.90087507527e-05
 "mike" 	1701	1.90087507527e-05
 "pix"	1700	1.89975757082e-05
"flavor" 	1700	1.89975757082e-05
 "ymca"	1700	1.89975757082e-05
 "beans"	1700	1.89975757082e-05
"escort" 	1699	1.89864006637e-05
"ww" 	1699	1.89864006637e-05
"typing" 	1699	1.89864006637e-05
 "risk" 	1699	1.89864006637e-05
 "engineering"	1698	1.89752256191e-05
"pediatric" 	1698	1.89752256191e-05
"skull" 	1698	1.89752256191e-05
"nipple" 	1698	1.89752256191e-05
 "chain"	1698	1.89752256191e-05
 "industries" 	1697	1.89640505746e-05
 "tooth" 	1697	1.89640505746e-05
 "convention"	1697	1.89640505746e-05
 "maker" 	1697	1.89640505746e-05
"amtrack"	1696	1.89528755301e-05
"busty" 	1696	1.89528755301e-05
"at"	1695	1.89417004855e-05
 "applications"	1695	1.89417004855e-05
 "u"	1695	1.89417004855e-05
"reese" 	1695	1.89417004855e-05
 "corpus" 	1695	1.89417004855e-05
 "le" 	1694	1.8930525441e-05
"yellowpages-int.superpages.com"	1694	1.8930525441e-05
 "believe" 	1694	1.8930525441e-05
 "sky"	1694	1.8930525441e-05
 "princess"	1693	1.89193503964e-05
 "source"	1693	1.89193503964e-05
"brass" 	1693	1.89193503964e-05
 "lolita" 	1692	1.89081753519e-05
 "imports"	1692	1.89081753519e-05
"lucy" 	1692	1.89081753519e-05
 "medications"	1692	1.89081753519e-05
 "pink"	1692	1.89081753519e-05
 "trans" 	1692	1.89081753519e-05
 "calender"	1692	1.89081753519e-05
 "blues"	1691	1.88970003074e-05
 "0" 	1691	1.88970003074e-05
 "d.c."	1691	1.88970003074e-05
 "juice" 	1691	1.88970003074e-05
 "hudson" 	1691	1.88970003074e-05
 "winery"	1690	1.88858252628e-05
 "collectibles"	1690	1.88858252628e-05
 "cycles"	1690	1.88858252628e-05
"victory" 	1690	1.88858252628e-05
 "efron"	1690	1.88858252628e-05
"hank" 	1690	1.88858252628e-05
 "granny" 	1690	1.88858252628e-05
"highland" 	1689	1.88746502183e-05
 "h." 	1689	1.88746502183e-05
 "showing" 	1689	1.88746502183e-05
 "slave" 	1689	1.88746502183e-05
"bleeding" 	1689	1.88746502183e-05
 "planet" 	1688	1.88634751738e-05
"trish" 	1688	1.88634751738e-05
 "horoscope"	1688	1.88634751738e-05
 "clock" 	1688	1.88634751738e-05
 "mar" 	1688	1.88634751738e-05
 "beef"	1688	1.88634751738e-05
 "spray" 	1688	1.88634751738e-05
"roanoke" 	1688	1.88634751738e-05
"airsoft" 	1687	1.88523001292e-05
 "40"	1687	1.88523001292e-05
 "ink"	1687	1.88523001292e-05
 "bounty" 	1687	1.88523001292e-05
"raleigh" 	1687	1.88523001292e-05
 "underage" 	1687	1.88523001292e-05
 "delta" 	1686	1.88411250847e-05
 "aircraft"	1686	1.88411250847e-05
 "weeks"	1685	1.88299500402e-05
 "telegram"	1685	1.88299500402e-05
"nail" 	1684	1.88187749956e-05
 "gray" 	1684	1.88187749956e-05
 "them" 	1682	1.87964249066e-05
"service" 	1682	1.87964249066e-05
 "crest" 	1681	1.8785249862e-05
"q"	1681	1.8785249862e-05
 "accident"	1681	1.8785249862e-05
"code" 	1681	1.8785249862e-05
 "not"	1681	1.8785249862e-05
 "walton" 	1680	1.87740748175e-05
"form" 	1680	1.87740748175e-05
"barbie.com"	1680	1.87740748175e-05
"ged" 	1679	1.8762899773e-05
"gogle"	1679	1.8762899773e-05
 "ross" 	1679	1.8762899773e-05
 "estates" 	1679	1.8762899773e-05
"davis" 	1678	1.87517247284e-05
 "author"	1678	1.87517247284e-05
 "memorial"	1678	1.87517247284e-05
 "vernon" 	1678	1.87517247284e-05
 "each" 	1678	1.87517247284e-05
"7th" 	1677	1.87405496839e-05
 "laptop" 	1677	1.87405496839e-05
 "assistant"	1677	1.87405496839e-05
 "makeup" 	1677	1.87405496839e-05
 "utah" 	1677	1.87405496839e-05
"museum" 	1676	1.87293746394e-05
 "wigs"	1676	1.87293746394e-05
 "lemon" 	1676	1.87293746394e-05
 "long"	1676	1.87293746394e-05
 "affect" 	1676	1.87293746394e-05
"brick" 	1676	1.87293746394e-05
"discover" 	1676	1.87293746394e-05
 "autism"	1675	1.87181995948e-05
"field" 	1675	1.87181995948e-05
"d"	1675	1.87181995948e-05
 "theatres"	1674	1.87070245503e-05
 "standards"	1674	1.87070245503e-05
 "memory"	1674	1.87070245503e-05
 "auditor"	1673	1.86958495058e-05
 "kits" 	1673	1.86958495058e-05
 "july" 	1673	1.86958495058e-05
"pigeon" 	1673	1.86958495058e-05
 "stuffed" 	1673	1.86958495058e-05
 "gang"	1673	1.86958495058e-05
 "tires" 	1672	1.86846744612e-05
 "giving" 	1672	1.86846744612e-05
 "canton" 	1672	1.86846744612e-05
 "requirements" 	1672	1.86846744612e-05
 "policy"	1672	1.86846744612e-05
"macy's"	1672	1.86846744612e-05
 "fantasy"	1672	1.86846744612e-05
 "assessment" 	1672	1.86846744612e-05
 "remix" 	1671	1.86734994167e-05
"kay" 	1670	1.86623243722e-05
 "airfare"	1670	1.86623243722e-05
 "turkey" 	1670	1.86623243722e-05
"flag" 	1670	1.86623243722e-05
 "urine" 	1670	1.86623243722e-05
 "mt" 	1670	1.86623243722e-05
 "cena"	1669	1.86511493276e-05
 "financing"	1669	1.86511493276e-05
 "fucked"	1668	1.86399742831e-05
 "storm"	1667	1.86287992386e-05
 "cancun"	1666	1.8617624194e-05
 "cooper" 	1666	1.8617624194e-05
 "lyrics.com"	1666	1.8617624194e-05
"disneyland" 	1666	1.8617624194e-05
"copy" 	1666	1.8617624194e-05
 "alert"	1665	1.86064491495e-05
"adventure" 	1665	1.86064491495e-05
 "un" 	1665	1.86064491495e-05
"30" 	1665	1.86064491495e-05
"homedepot.com"	1665	1.86064491495e-05
 "huntington" 	1663	1.85840990604e-05
 "finger" 	1663	1.85840990604e-05
"airplane" 	1663	1.85840990604e-05
 "chicks" 	1663	1.85840990604e-05
 "grounds"	1662	1.85729240159e-05
"www.blackplanet.com"	1662	1.85729240159e-05
"vera" 	1662	1.85729240159e-05
 "skills" 	1662	1.85729240159e-05
 "report.com"	1661	1.85617489714e-05
"www.sprint.comnull"	1661	1.85617489714e-05
 "literature"	1661	1.85617489714e-05
 "corps" 	1660	1.85505739268e-05
"joey" 	1660	1.85505739268e-05
 "hawaiian" 	1659	1.85393988823e-05
"mercy" 	1659	1.85393988823e-05
 "cant" 	1658	1.85282238378e-05
 "franklin"	1658	1.85282238378e-05
 "dollars"	1658	1.85282238378e-05
"downtown" 	1657	1.85170487932e-05
 "boxing"	1657	1.85170487932e-05
 "fraud"	1657	1.85170487932e-05
 "motorola" 	1657	1.85170487932e-05
 "pig" 	1656	1.85058737487e-05
 "casserole"	1656	1.85058737487e-05
 "discounts"	1656	1.85058737487e-05
"drew" 	1656	1.85058737487e-05
 "boarding" 	1655	1.84946987041e-05
 "make"	1655	1.84946987041e-05
 "vehicle"	1655	1.84946987041e-05
"churches" 	1655	1.84946987041e-05
 "ebony" 	1655	1.84946987041e-05
 "shark"	1655	1.84946987041e-05
 "katrina" 	1654	1.84835236596e-05
 "stool"	1653	1.84723486151e-05
 "bees"	1653	1.84723486151e-05
 "surf" 	1653	1.84723486151e-05
"left" 	1653	1.84723486151e-05
"pure" 	1652	1.84611735705e-05
"www.cingular.com"	1652	1.84611735705e-05
"sex.com"	1652	1.84611735705e-05
"verizonwireless.com"	1652	1.84611735705e-05
 "manhattan" 	1652	1.84611735705e-05
 "skate" 	1652	1.84611735705e-05
"statistics" 	1651	1.8449998526e-05
 "collins"	1651	1.8449998526e-05
"abercrombie" 	1651	1.8449998526e-05
 "wit" 	1651	1.8449998526e-05
"wal-mart"	1650	1.84388234815e-05
 "affairs"	1650	1.84388234815e-05
 "haircuts"	1649	1.84276484369e-05
 "eat"	1649	1.84276484369e-05
"sheer" 	1649	1.84276484369e-05
 "columbus"	1649	1.84276484369e-05
 "ok" 	1649	1.84276484369e-05
 "injury" 	1649	1.84276484369e-05
 "roses" 	1649	1.84276484369e-05
"akron" 	1648	1.84164733924e-05
"batman" 	1648	1.84164733924e-05
 "spells"	1648	1.84164733924e-05
"thesaurus"	1648	1.84164733924e-05
 "lens"	1648	1.84164733924e-05
 "lawyers"	1648	1.84164733924e-05
"buffy" 	1647	1.84052983479e-05
 "psychology"	1647	1.84052983479e-05
"pit" 	1647	1.84052983479e-05
 "suicide"	1646	1.83941233033e-05
 "solid" 	1646	1.83941233033e-05
 "crazy" 	1646	1.83941233033e-05
"voice" 	1646	1.83941233033e-05
"polaris" 	1645	1.83829482588e-05
"eros" 	1645	1.83829482588e-05
"extended" 	1645	1.83829482588e-05
 "soda" 	1645	1.83829482588e-05
 "wash" 	1644	1.83717732143e-05
"mlb"	1644	1.83717732143e-05
 "empire" 	1644	1.83717732143e-05
 "impact" 	1644	1.83717732143e-05
 "vitamin" 	1643	1.83605981697e-05
 "upgrade"	1643	1.83605981697e-05
 "60" 	1643	1.83605981697e-05
 "bakery"	1643	1.83605981697e-05
 "cakes" 	1643	1.83605981697e-05
"drag" 	1642	1.83494231252e-05
 "bee" 	1642	1.83494231252e-05
"people"	1642	1.83494231252e-05
"shooting" 	1641	1.83382480807e-05
"coastal" 	1641	1.83382480807e-05
"condo" 	1641	1.83382480807e-05
"let" 	1641	1.83382480807e-05
 "screens"	1641	1.83382480807e-05
 "range"	1641	1.83382480807e-05
 "html" 	1641	1.83382480807e-05
 "dame" 	1639	1.83158979916e-05
"pressure" 	1638	1.83047229471e-05
 "seen" 	1638	1.83047229471e-05
 "destin" 	1637	1.82935479025e-05
 "kitty"	1637	1.82935479025e-05
"turtle" 	1636	1.8282372858e-05
"charmed"	1636	1.8282372858e-05
 "aguilera"	1636	1.8282372858e-05
"and" 	1636	1.8282372858e-05
"1967" 	1635	1.82711978135e-05
"norman" 	1635	1.82711978135e-05
"postal" 	1634	1.82600227689e-05
 "bedroom"	1634	1.82600227689e-05
"creating" 	1634	1.82600227689e-05
 "tight" 	1634	1.82600227689e-05
 "lachey"	1634	1.82600227689e-05
 "bankruptcy" 	1634	1.82600227689e-05
"educational" 	1633	1.82488477244e-05
 "50"	1633	1.82488477244e-05
 "homes.com"	1633	1.82488477244e-05
 "injuries"	1633	1.82488477244e-05
 "root" 	1633	1.82488477244e-05
 "difference" 	1633	1.82488477244e-05
 "sheds"	1632	1.82376726799e-05
 "weekly"	1632	1.82376726799e-05
 "places"	1632	1.82376726799e-05
 "jr." 	1632	1.82376726799e-05
"rooms" 	1632	1.82376726799e-05
 "courts" 	1632	1.82376726799e-05
 "daughtry"	1632	1.82376726799e-05
 "data"	1632	1.82376726799e-05
"it" 	1632	1.82376726799e-05
"jeffrey" 	1630	1.82153225908e-05
"boobs"	1630	1.82153225908e-05
"amelia" 	1630	1.82153225908e-05
"southwestairlines"	1630	1.82153225908e-05
"careerbuilder.com"	1629	1.82041475463e-05
 "parade" 	1629	1.82041475463e-05
"rand" 	1629	1.82041475463e-05
 "marina" 	1629	1.82041475463e-05
"butt" 	1628	1.81929725017e-05
"questions" 	1628	1.81929725017e-05
"ten" 	1628	1.81929725017e-05
"bbc" 	1628	1.81929725017e-05
 "clinics" 	1627	1.81817974572e-05
 "fund" 	1627	1.81817974572e-05
"safe" 	1627	1.81817974572e-05
 "passport"	1627	1.81817974572e-05
"backyard" 	1627	1.81817974572e-05
"ovarian" 	1626	1.81706224127e-05
"convert" 	1626	1.81706224127e-05
"taco" 	1626	1.81706224127e-05
 "rolling" 	1626	1.81706224127e-05
 "shadow" 	1626	1.81706224127e-05
"mn" 	1625	1.81594473681e-05
"progressive" 	1625	1.81594473681e-05
"www.craigslist.com"	1624	1.81482723236e-05
 "string" 	1624	1.81482723236e-05
 "egypt"	1624	1.81482723236e-05
 "marijuana"	1624	1.81482723236e-05
 "future" 	1624	1.81482723236e-05
"future" 	1624	1.81482723236e-05
 "2001"	1623	1.81370972791e-05
 "sermons"	1623	1.81370972791e-05
 "fixtures"	1623	1.81370972791e-05
